"dcterms:identifier";"aorum:gildingGenericTerm";"aorum:gildingSpecificTerm";"aorum:gildingTechnique";"dcterms:spatial";"aorum:harmonise";"aorum:incertitude";"aorum:spatialharmonise";"aorum:spatialincertitude"
"Ita1460AnoLou";"Objet";"Orfèvrerie";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1460AnoLou";"Être vivant";"Animal";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1460AnoLou";"Ornements";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1524CaroLou";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1524CaroLou";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1524CaroLou";"Autre";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1494BZeLou01";"Attribut religieux";"Nimbe";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1494BZeLou01";"Vêtement";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1536GRoLou01";"Attribut religieux";"Nimbe";"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita1517PontLou";"Attribut";"Attribut autre";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1569ACaLou";"Attribut religieux";"Nimbe";"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita1516SaccLou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1516SaccLou";"Objet";"Orfèvrerie";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1516SaccLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1516SaccLou";"Lumière";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1516SaccLou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1516SaccLou";"Objet";"Livre";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1506LCoLou";"Attribut";"Attribut autre";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1506LCoLou";"Inscription";"Chrysographie";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1506LCoLou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1506LCoLou";"Décor";"Architecture";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1506LCoLou";"Attribut";"Attribut guerrier";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1506LCoLou";"Ornements";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1518AdSLou01";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1503RaphLou01";"Être surnaturel";"Ange";"Coquille ";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1503RaphLou01";"Être surnaturel";"Ange";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1500BoltLou";"Vêtement";;"Mixtion";"Péninsule italienne";"Mixtion";0;"Péninsule italienne";0
"Ita1580AnoLou01";"Autre";;"Coquille ";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1580AnoLou01";"Autre";;"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1500BPeLou";"Objet";"Instrument";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1670CDoLou01";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1653CDoLou 02";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1540PBoLou";"Autre";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1525GSavLou";"Attribut";"Attribut guerrier";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1525GSavLou";"Lumière";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1588TintoLou";"Inscription";"Chrysographie";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1555VeroLou";"Inscription";"Chrysographie";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1480LdCLou01";"Vêtement";;"Mixtion";"Péninsule italienne";"Mixtion";0;"Péninsule italienne";0
"Ita1480LdCLou01";"Végétation";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1480LdCLou01";"Autre";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1480LdCLou01";"Attribut religieux";"Nimbe";"Mixtion";"Péninsule italienne";"Mixtion";0;"Péninsule italienne";0
"Ita1507RaphLou02";"Attribut religieux";"Nimbe";"Mixtion";"Péninsule italienne";"Mixtion";0;"Péninsule italienne";0
"Ita1507RaphLou02";"Vêtement";;"Mixtion";"Péninsule italienne";"Mixtion";0;"Péninsule italienne";0
"Ita1500MdOLou";"Attribut religieux";"Nimbe";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1500MdOLou";"Vêtement";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1481AMaLou01";"Attribut religieux";"Nimbe";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1456AMaLou02";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1456AMaLou02";"Autre";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1495AMaLou03";"Autre";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1495AMaLou03";"Attribut";"Attribut guerrier";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1495AMaLou03";"Vêtement";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1495AMaLou03";"Accessoire";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1495AMaLou03";"Attribut religieux";"Nimbe";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1500AMaLou04";"Accessoire";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1500AMaLou04";"Être humain";"Cheveux";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1500AMaLou04";"Être surnaturel";"Ange";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1500AMaLou04";"Parure";"Bijou";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1500AMaLou04";"Attribut";"Attribut guerrier";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1500AMaLou04";"Vêtement";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Autre";;"Feuille ";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Autre";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Lumière";;"Feuille ";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Lumière";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Parure";"Bijou";"Feuille ";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Parure";"Bijou";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Végétation";;"Feuille ";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Végétation";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Vêtement";;"Feuille ";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Vêtement";;"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Attribut";"Attribut guerrier";"Feuille ";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1496AMaLou05";"Attribut";"Attribut guerrier";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1500BATLou01";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500BATLou01";"Vêtement (?)";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500BATLou01";"Attribut";"Attribut guerrier";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475SodLou";"Autre";;"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita1507ASolLou01";"Inscription";"Chrysographie (?)";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1509ASolLou02";"Armoirie";;"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1509ASolLou02";"Armoirie";;"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1516RaphLou04";"Attribut religieux";"Nimbe";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1516RaphLou05";"Armoirie";;"Mixtion";"Péninsule italienne";"Mixtion";0;"Péninsule italienne";0
"Ita1501RaphLou06";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1501RaphLou06";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1515AdSLou02";"Attribut religieux";"Nimbe";"Or coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1515AdSLou02";"Vêtement";"Orfroi";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1502PerLou03";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1502PerLou03";"Autre";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1502PerLou03";"Attribut";"Attribut guerrier";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1506LoSpLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1506LoSpLou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500LMaLou";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1500LMaLou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475GdBLou";"Vêtement";;"Coquille (?) ";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1475GdBLou";"Vêtement";;"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita1475GdBLou";"Objet";"Livre";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475GdBLou";"Végétation";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1506MAlbLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1506MAlbLou";"Vêtement (?)";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475BZeLou02";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475BZeLou02";"Vêtement";"Brocart";"Mixtion";"Péninsule italienne";"Mixtion";0;"Péninsule italienne";0
"Ita1475AmBLou01";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1475AmBLou02";"Parure";"Bijou";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1475AmBLou02";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475AmBLou02";"Décor";"Architecture (?)";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475AmBLou03";"Ornements";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475AmBLou03";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1490CBraLouA";"Attribut religieux";"Nimbe";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1490CBraLouA";"Attribut";"Attribut clérical";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1490CBraLouA";"Objet";"Orfèvrerie";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1490CBraLouC";"Attribut religieux";"Nimbe";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1490CBraLouC";"Vêtement";;"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1490CBraLouB";"Autre";;"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1490CBraLouB";"Décor";"Architecture";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1490CBraLouB";"Attribut religieux";"Nimbe";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1490CBraLouB";"Vêtement";;"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1494LdCLou02";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1494LdCLou02";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou05";"Fond d'or";;"Bol (?)";"Péninsule italienne";"Bol";1;"Péninsule italienne";0
"Ita1500AnoLou05";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou05";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou06";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou06";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou06";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou06";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou06";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou06";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou06";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou06";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1510AnoLou07";"Attribut religieux";"Nimbe";"Mixtion";"Péninsule italienne";"Mixtion";0;"Péninsule italienne";0
"Ita1510AnoLou07";"Vêtement";;"Mixtion";"Péninsule italienne";"Mixtion";0;"Péninsule italienne";0
"Ita14Q3SBottLou03";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita14Q3SBottLou03";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita14Q3FnoLiLou03";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita14Q3FnoLiLou03";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita14Q4NdLLouD";"Attribut religieux";"Nimbe (?)";"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita14Q4NdLLouE";"Cadre";;"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita14Q4NdLLouA";"Cadre";;"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita14Q4NdLLouA";"Attribut religieux";"Nimbe";"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita14Q4NdLLouA";"Autre";;"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita14Q4NdLLouC";"Attribut";"Attribut guerrier";"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita14Q4NdLLouC";"Attribut religieux";"Nimbe (?)";"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita14Q4NdLLouB";"Cadre";;"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita14Q4NdLLouB";"Attribut religieux";"Nimbe (?)";"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita1460AnoLou08";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1460AnoLou08";"Décor";"Mobilier";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1460AnoLou08";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1460AnoLou08";"Tissu";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1492NdLaLou";"Attribut religieux";"Nimbe";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1492NdLaLou";"Vêtement";;"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita14Q3GdPLou";"Attribut";"Attribut clérical";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita14Q3GdPLou";"Vêtement";;"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita14Q3GdPLou";"Attribut religieux";"Nimbe";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita14Q3GdPLou";"Objet";"Orfèvrerie";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita14Q3GdPLou";"Cadre";;"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1502PintuLou";"Fond doré";;"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1502PintuLou";"Attribut religieux";"Nimbe";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1502PintuLou";"Vêtement";;"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1502PintuLou";"Objet";"Orfèvrerie";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1460AnoLou09";"Attribut";"Regalia";"Coquille (?) ";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1460AnoLou09";"Attribut";"Regalia";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1460AnoLou09";"Vêtement";"Orfroi";"Feuille";"Péninsule italienne";"Feuille";0;"Péninsule italienne";0
"Ita1460AnoLou09";"Autre";;"Mixtion";"Péninsule italienne";"Mixtion";0;"Péninsule italienne";0
"Ita1460AnoLou09";"Attribut";"Attribut guerrier";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita15Q1SBottLou04";"Attribut religieux";"Nimbe";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita15Q1SBottLou04";"Vêtement";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1475BATLou02";;;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475BATLou02";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475BATLou02";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita14Q3PerLou06";"Fond d'or";;"Bol (?)";"Péninsule italienne";"Bol";1;"Péninsule italienne";0
"Ita14Q3PerLou06";"Attribut religieux";"Nimbe";"Bol (?)";"Péninsule italienne";"Bol";1;"Péninsule italienne";0
"Ita14Q3PerLou07";"Attribut religieux";"Nimbe";"Bol (?)";"Péninsule italienne";"Bol";1;"Péninsule italienne";0
"Ita14Q3PerLou08";"Attribut religieux";"Nimbe";"Bol (?)";"Péninsule italienne";"Bol";1;"Péninsule italienne";0
"Ita15X1GaroLou02";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita15X1GaroLou02";"Vêtement";"Orfroi";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita15X1GaroLou02";"Vêtement (?)";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475SellLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475SellLou";"Vêtement (?)";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475SellLou";"Attribut";"Attribut clérical";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita14Q3SBottLou05";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita14Q3SBottLou05";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita14Q3SBottLou05";"Décor";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1450LoSpLou01";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1450LoSpLou01";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou07";"Vêtement";;"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita1500AnoLou07";"Parure";"Bijou";"Feuille (?)";"Péninsule italienne";"Feuille";1;"Péninsule italienne";0
"Ita1475FFrLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475FFrLou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita15X2AnoLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475LdCLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1475LdCLou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1513FFrLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1513FFrLou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"ItaLFa1513Lou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"ItaLFa1513Lou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita15X1MDALou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita15X1MDALou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita15X2GMuzLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita14Q4NPiLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500PCoccLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1493SignoLou";"Lumière";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1493SignoLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1493SignoLou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1575OrtLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1504GdiPaLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1504GdiPaLou";"Décor";"Mobilier";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1518BFaLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita15X1AnoLou";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita15X1AnoLou";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita15X1AnoLou";"Autre";;;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou08";"Attribut religieux";"Nimbe";;"Péninsule italienne";;0;"Péninsule italienne";0
"Ita1500AnoLou08";"Vêtement";;;"Péninsule italienne";;0;"Péninsule italienne";0
"SEm1515HWertBNM01";"Ornements";;"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"SEm1515HWertBNM01";"Parure";"Bijou";"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"SEm1515HWertBNM02";"Ornements";;"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"SEm1515HWertBNM02";"Parure";"Bijou";"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"SEm1515HWertBNM02";"Vêtement";"Brocart";"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"SEm1515HWertBNM03";"Ornements";;"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"SEm1515HWertBNM03";"Parure";"Bijou";"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"SEm1515HWertBNM04";"Ornements";;"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"SEm1515HWertBNM04";"Parure";"Bijou";"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"Ita1530GaroPamph";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1530GaroPamph";"Inscription";"Chrysographie";"Coquille";"Péninsule italienne";"Coquille";0;"Péninsule italienne";0
"Ita1518GaroPamph";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1518GaroPamph";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"PBE1610JB1atPamph01";"Attribut religieux";"Nimbe";"Coquille (?)";"Pays-Bas espagnols (XVIIᵉ s)";"Coquille";1;"Pays-Bas espagnols (XVIIᵉ s)";0
"PBE1610JB1atPamph01";"Être vivant";"Animal";"Coquille (?)";"Pays-Bas espagnols (XVIIᵉ s)";"Coquille";1;"Pays-Bas espagnols (XVIIᵉ s)";0
"PBE1600JB1HB1Pamph01";"Attribut";"Regalia";"Coquille (?)";"Pays-Bas espagnols (XVIIᵉ s)";"Coquille";1;"Pays-Bas espagnols (XVIIᵉ s)";0
"PBE1600JB1HB1Pamph01";"Lumière";;"Coquille (?)";"Pays-Bas espagnols (XVIIᵉ s)";"Coquille";1;"Pays-Bas espagnols (XVIIᵉ s)";0
"Ita1510LMaPamph01";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1510LMaPamph01";"Inscription";"Chrysographie";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1600VanniPamph";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1600VanniPamph";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1525AnoFerrPamph";"Attribut religieux";"Nimbe";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1525AnoFerrPamph";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1525AnoFerrPamph";"Attribut";"Attribut guerrier";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1525AnoFerrPamph";"Objet";"Orfèvrerie";"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"SEm1505BStriGNM";"Fond doré";;"Bol";"Pays germaniques";"Bol";0;"Pays germaniques";0
"SEm1584LCaJGNM";"Attribut religieux";"Nimbe";"Mixtion (?)";"Pays germaniques";"Mixtion";1;"Pays germaniques";0
"SEm1518AAlGNM";"Être vivant";"Animal";"Mixtion";"Pays germaniques";"Mixtion";0;"Pays germaniques";0
